id,domain,category,video_url,title,duration
22,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=6l3ww3KOYes,7 questions you MUST ask for LeetCode and coding Interviews | Ex-Google Engineer Tips,8:42
23,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=Cq7eND5KSPk,I'm an ex-Google interviewer. You're doing LeetCode wrong.,8:47
24,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=1qw5ITr3k9E,Software Engineering Job Interview – Full Mock Interview,1:14:29
25,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=rw4s4M3hFfs,Google Coding Interview With A Normal Software Engineer,59:56
26,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=T53EyLPj4UM,How I Cracked the Google Coding Interview (from unemployment),12:44
27,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=L9TfZdODuFQ,How to Answer System Design Interview Questions (Complete Guide),7:10
28,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=dNtks5NfUwc,How to Answer ANY Product Management Interview Question,5:19
29,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=r7Av63y4kq8,Product Manager Technical Interviews: Questions Engineers Ask Product Managers,15:22
30,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=bqCXVpRqTpE,What I Learned From 100+ Data Engineering Interviews - Interview Tips,13:28
31,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=L9TfZdODuFQ,How to Answer System Design Interview Questions (Complete Guide),7:10
32,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=V8DGdPkBBxg,A Jane Street Software Engineering Mock Interview with Grace and Nolen,37:24
33,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=Ru54dxzCyD0,How to Prepare for System Design Interviews w/ Meta Staff Engineer,18:27
34,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=Vo1Lj5eYtgU,Stop Failing System Design Interviews at Requirements Gathering,10:25
35,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=i7twT3x5yv8,System Design Interview: A Step-By-Step Guide,9:54
36,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=1qw5ITr3k9E,Software Engineering Job Interview – Full Mock Interview,1:14:29
37,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=KB_7X3iIHQ4,I Asked Googlers How To Get Hired,9:44
38,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=DjFAFgaFnzc,Product of Array Except Self | Brute Force to Optimized Solution (Interview Ready),14:06
39,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=CWpjMVsruv4,Best Time to Buy and Sell Stock | Brute Force to Optimized | Coding Interview Prep,8:33
40,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=cqfs59q7B5s,LeetCode 509: Fibonacci Number | Brute Force vs Optimized | Interview-Ready Explanation,6:09
41,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=u_zWHN2y2zM,Jump Game III | Leetcode # 1306 | Brute-force to optimal | Interview Prep for coders,19:52
42,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=0iKRnzUyKa4,Contains Duplicate Explained: Brute Force vs Hashing | LeetCode 217 | Crack DSA Interviews FAST,21:12
43,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=5J0vn8Wo6-w,2 Sum Problem LeetCode | Brute Force to Optimized Approach | #90DaysDSAChallenge,19:00
44,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=AikGLtM-GhI,Majority Element | Array | Brute Force & Optimized Approach | Top Coding Interview Problems,11:22
45,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=WXIi77uN96c,🚀 LeetCode 253: Meeting Rooms || | Brute Force to Optimized Solutions | Two Pointers | Min Heap| DSA,26:18
46,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=2loBrKWUmBg,LeetCode 62. Unique Paths | Brute Force to Optimised Solutions | Dynamic Programming |Interview Prep,20:22
47,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=XWkUr9h5U6g,Contains Duplicate Explained: Brute Force vs Optimal | Blind 75 Must-Know Interview Question,11:34
48,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=3a4PUSaG_AQ,3Sum Explained: Brute Force vs Optimal | Blind 75 Must-Know Interview Question,18:57
49,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=FisPMhdL2XM,Crack Coding Interviews with ChatGPT’s New Study Mode!,17:36
50,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=Y67f698sQY0,How To Solve Any Problem: Bruteforce vs Optimal Solution,6:33
51,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=aGWnHYwuuMk,LeetCode #1: Two Sum 🔥 Brute Force & Optimized Solution | Crack DSA Interviews Fast!,18:13
52,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=5XjMa9aUy_U,Valid Anagram: From Brute Force to Super Fast Solutions | Coding Interview | Audio Podcast,13:31
53,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=Q4C3ZRJLnac,How to Solve ANY Coding Interview Question in 6 Steps,12:33
54,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=DkCOduhRt5s,Brainstorming for Technical Interviews,1:18:13
56,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=IO5ReIDbLus,How to crack data science interviews | Data Science Interview tips by a Lead Data Scientist,11:13
57,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=OIkOfRWE3M8,Code Day 5 - Brainstorming with Clustered & Aji Tjarab,8:36
58,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=0K_eZGS5NsU,Python for Coding Interviews - Everything you need to Know,26:18
60,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=kmM23OHgLpE,Arrays and Vectors: Advanced Interview Problem Concepts,1:06:21
62,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=EZKgpZTK784,Cracking the Data Science “Take-Home” Interview,44:17
64,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=RCR1MO0ObPo,Choosing a right data structure in Coding Interviews,13:58
65,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=kkQ3Jt8k2f0,How to recognize which Data Structure to use in a question? | Geek-O-Lympics | GeeksforGeeks,56:53
66,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=ouipSd_5ivQ,10 Key Data Structures We Use Every Day,8:43
67,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=O9v10jQkm5c,Data Structures Explained for Beginners - How I Wish I was Taught,15:51
68,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=tNrNLoCqzco,Fastest way to learn Data Structures and Algorithms,8:42
69,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=F-ao3Q6I2Fc,How I Mastered Data Structures and Algorithms,10:45
70,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=cODCpXtPHbQ,Database Design Tips | Choosing the Best Database in a System Design Interview,23:28
72,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=E0Hmnixke2g,All Machine Learning algorithms explained in 17 min,16:30
73,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=1t1_a1BZ04o,How to NOT Fail a Technical Interview,8:26
74,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=ajI9R-6saEk,How To Pass Technical Interviews When You Suck At LeetCode,14:32
75,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=DIR_rxusO8Q,Whiteboard Coding Interviews: 6 Steps to Solve Any Problem,15:18
76,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=ft0owvS5tQA,Top 6 Coding Interview Concepts (Data Structures & Algorithms),10:51
77,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=L9TfZdODuFQ,How to Answer System Design Interview Questions (Complete Guide),7:10
78,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=mBNrRy2_hVs,Top 5 Dynamic Programming Patterns for Coding Interviews - For Beginners,28:39
79,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=o-k7h2G3Gco,How to Crack Any System Design Interview,8:19
80,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=exgYMdo8Vdk,Amazon Interview Strategy - CRUSH The Loop,18:51
81,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=1qw5ITr3k9E,Software Engineering Job Interview – Full Mock Interview,1:14:29
82,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=0K_eZGS5NsU,Python for Coding Interviews - Everything you need to Know,26:18
83,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=Z_c4byLrNBU,Data Structure and Algorithm Patterns for LeetCode Interviews – Tutorial,1:15:03
84,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=i7twT3x5yv8,System Design Interview: A Step-By-Step Guide,9:54
85,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=CtmBGH8MkX4,5 Tips for System Design Interviews,8:19
86,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=paNwoBzpYto,10 LLD Interview Tips you should follow!!,13:25
87,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=SgWb6tWx3S8,System Design Mock Interview: Design a Rate Limiter (with Meta Engineering Manager),22:34
88,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=GPIuPRqDGG8,The unfair way I got good at Leetcode,6:47
89,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=OhCp6ppX6bg,How I Mastered Low Level Design Interviews,8:41
90,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=FS_M3s2BL8M,Solutions Architect Tips: How to Build Your First Architecture Diagram,6:01
92,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=2qlcY9LkFik,Software Planning and Technical Documentation,10:49
93,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=d7Rxw6_zbIc,Live Demo: Harnessing LLMs & Diagrams as Code for Solution Architects | AGPIAL,43:20
94,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=8AefOzR3Ryk,Live Demo: Harnessing LLMs & Diagrams as Code for Solution Architects | AGPIAL,5:01
95,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=i7twT3x5yv8,System Design Interview: A Step-By-Step Guide,9:54
97,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=ft0owvS5tQA,Top 6 Coding Interview Concepts (Data Structures & Algorithms),10:51
101,live_coding,LOGIC_DESIGN,https://www.youtube.com/watch?v=m8Icp_Cid5o,System Design for Beginners Course,1:25:07
104,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=QHdJscEpxaU,This video will change the way you think when coding,7:59
105,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=iETEhotVPt4,LeetCode 917 | First Attempt & Narration | Reverse Only Letters,1:18:01
106,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=0siE31sqz0Q,Doing This (Almost) GUARANTEES You Get Hired In A Job Interview!,6:15
107,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=JXYZCk0BauM,LeetCode 1436 | First Attempt & Narration | Destination City,57:54
108,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=1m7qNm23auA,LeetCode 1694 | First Attempt & Narration | Reformat Phone Number,58:30
109,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=HlWW4tq34i8,LeetCode 28 | Live Walkthrough & Narration | Find the Index of the First Occurrence in a String,19:30
110,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=nAX4hW4fl0w,LeetCode 1926 | First Attempt Walkthrough & Narration | Nearest Exit From Exit In Maze,1:17:51
112,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=AclFRChBF8Y,LeetCode 51 | First Attempt Walkthrough & Narration | N-Queens,2:09:06
114,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=JLmECcpR2Yo,LeetCode 2660 | First Attempt Walkthrough & Narration | Determine the Winner of a Bowling Game,27:43
116,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=7A4mNAr6c68,How to know you failed the job interview (signs according to a recruiter),6:30
117,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=eza-l-kBK40,10 Things You Should Avoid Revealing In A Job Interview - Interview Tips,12:35
118,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=rrdqCiXdQrg,"OVERCOMING INTERVIEW ANXIETY! (7 Tips For Reducing Interview Stress, Nerves & ANXIETY!)",9:15
124,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=rfkylmWK8G8,PROBLEM-SOLVING Interview Questions and ANSWERS!,7:26
125,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=USGud2cinco,Case interview prep for dummies,13:56
130,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=dNtks5NfUwc,How to Answer ANY Product Management Interview Question,5:19
131,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=U_fOHHBLv8k,ALL case study: Collaborative problem solving,5:54
132,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=uQnCZTjOrjg,Google cross-collaboration interview (with ex-Google PM),20:21
134,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=0siE31sqz0Q,Doing This (Almost) GUARANTEES You Get Hired In A Job Interview!,6:15
135,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=NA5_WyR6xYM,Interview Confidence | 3 Steps to Feel Confident & Impress the Hiring Manager,7:59
136,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=PzGwYzVHp-0,How to Prepare for a Panel Interview - 5 Ways to ACE a Panel Job Interview!,9:26
137,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=9bYtcbTmL-0,2025 Tech Sales Interview Guide (Expert Level),21:52
138,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=ZMByWenSRdI,10 ‘GREAT THINGS TO SAY’ in a JOB INTERVIEW for GUARANTEED SUCCESS! (Job Interview Tips!),9:38
139,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=0Is871FysC8,FINAL INTERVIEW TIPS! (How to PASS a Final Job Interview!),14:02
140,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=PpbhaVjV2QI,"TOP 10 VIRTUAL JOB INTERVIEW TIPS! (How to PASS an Online Zoom, Skype, or HireVue Job Interview!)",8:14
141,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=P3l0zFqCSIc,"How to Conduct a JOB Interview With Confidence! (Structure, Steps and Sample Questions)",14:42
143,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=u8vDZZa-88Y,How to Ace the Google GCA Interview | Tips from a Former Google GCA Interviewer and Hiring Manager,35:46
144,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=fYHR0KgnGHU,How to Ace an Interview - #1 INSANELY EFFECTIVE TIP!,8:15
145,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=0siE31sqz0Q,Doing This (Almost) GUARANTEES You Get Hired In A Job Interview!,6:15
146,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=ZU9x1vFx5lI,Stand Out in a Job Interview | The Harvard Business Review Guide,10:06
147,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=R_dxlajqA4s,Mock Interview Preparation: Common Questions with Feedback!,8:38
148,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=-JNjsOX0N0c,English Job Interview Dos & Dont's! | English Conversation Practice,35:13
149,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=P1fnGEgu-_Y,PA School Mock Interviews LIVE (Insights + Expert Feedback),58:50
150,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=MUj-UaHrHS8,IELTS Speaking Band 8.0 Mock Test with Feedback,14:14
151,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=1t1_a1BZ04o,How to NOT Fail a Technical Interview,8:26
152,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=tgSe27eoBG0,Design FB Live Comments: Hello Interview Mock,59:50
153,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=tZY_y4XUj1A,"KVS Mock Interview, feedback by Sachin Choudhary",27:12
154,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=04UgYqs90aE,"How to handle ""Brain Freeze"" during an interview - The Image Ally",5:37
155,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=WLBcmyNaeKc,What To Do If You're Stuck In A Coding Interview,9:48
156,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=b6sgd9kUIos,How to Overcome Interview Brain Freeze and Stop Blanking Out,8:33
157,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=QSVrjXLyOVI,10 Tricky Interview Scenarios you Need to be Ready to Handle,12:12
158,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=8wysIxzqgPI,My Brain after 569 Leetcode Problems,7:50
159,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=nac0ekXBqcg,3 Mindset Tricks to Calm Interview Anxiety,9:36
160,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=KcpUhL-PjeM,"Unthinkable Company Coding Interview Questions| Solve Tough FAANG Coding Problems Like a Pro!""",6:27
161,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=0w6cK9Wjx90,HOW DID YOU HANDLE A DIFFICULT SITUATION? (Behavioural Interview Question & EXAMPLE ANSWERS!),5:53
162,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=ngaNPNytv0E,How to Deal With Underperforming Team Members -Tried & Tested Approach,13:40
163,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=HM7nbwSNZpc,Sure-Fire Interview Closing Statement - 5 magic words to landing the job,13:51
164,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=qMiepo_sM3Y,Interviewing at the company you already work for? How to ACE the Internal Interview Questions,14:56
165,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=JkHOvJa4_hc,22 STAR METHOD Interview Questions and Answers,51:08
167,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=PzGwYzVHp-0,How to Prepare for a Panel Interview - 5 Ways to ACE a Panel Job Interview!,9:26
168,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=fKDnamEANs8,HOW TO FOLLOW UP after a Job Interview! (The PERFECT Interview Follow-Up Email Template!),6:28
171,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=JJkWemM03Lg,Algorithms Explained for Beginners - How I Wish I Was Taught,17:38
173,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=1t1_a1BZ04o,How to NOT Fail a Technical Interview,8:26
174,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=ajI9R-6saEk,How To Pass Technical Interviews When You Suck At LeetCode,14:32
175,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=Q4C3ZRJLnac,How to Solve ANY Coding Interview Question in 6 Steps,12:33
176,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=roanIWKtGMY,How I Approach a New Leetcode Problem (live problem solving),25:31
177,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=r4TgqWbKRtA,Problem Solving Techniques - For Programming Problems & Interviews,17:40
178,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=GPIuPRqDGG8,The unfair way I got good at Leetcode,6:47
179,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=OTNe0eV8418,How to Solve ANY LeetCode Problem (Step-by-Step),12:37
180,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=urrv-iq42WM,Coding Interview Hell: The Complete Survival Guide (Psychology + Strategy + Patterns),14:18
181,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=1f6N2UrCK6o,Unlocking Your Intuition: How to Solve Hard Problems Easily,17:34
182,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=Xr6v0lI517A,"If You Cannot Build Logic, You Cannot Solve LeetCode Problems | Watch to Know Why",5:58
183,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=DIR_rxusO8Q,Whiteboard Coding Interviews: 6 Steps to Solve Any Problem,15:18
185,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=BgLTDT03QtU,Big-O Notation - For Coding Interviews,20:38
186,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=rv_ZacJYRFA,Big-O Notation - Everything you Need for Coding Interviews,14:40
188,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=CB8JPjg_3cM,Big O Notation - Code Examples,15:18
189,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=oJ5s2hs_cKk,Big O Explained (You NEED This for Coding Interviews),14:35
192,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=ft0owvS5tQA,Top 6 Coding Interview Concepts (Data Structures & Algorithms),10:51
193,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=CQ12FXH-tfg,Big O Notation for Coding interviews - Python Interview Questions,6:18
194,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=ai60wnHCap0,Big O Notation | Coding Interview Questions w/ Tyler #04,10:27
195,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=ayQ9PNgLXyo,Big O Notation | Coding Interview Questions w/ Tyler #02,9:02
197,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=Wk_z5pxapd0,Big O Notation | Coding Interview Questions w/ Tyler #05,13:18
199,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=USGud2cinco,Case interview prep for dummies,13:56
200,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=fQW6-2yfsBY,How To Pass Coding Interviews Like the Top 1%,7:19
201,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=TD4fUVzDCgA,Consulting Case Interview by Bain Associate Consultant,15:27
202,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=1t1_a1BZ04o,How to NOT Fail a Technical Interview,8:26
203,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=fuys5fWCxJM,CASE INTERVIEW WITH FORMER MCKINSEY INTERVIEWER: FLASHFASH,30:07
204,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=zKEKNZy-4cs,Walk Me Through An LBO - Investment Banking Interview Question,5:38
205,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=akdsoi71R6U,Learn Case Interviews in Under 30 minutes,29:04
208,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=OUyjQOj83Uw,Airbnb Product Manager Mock Interview: Increase Airbnb Bookings,31:55
209,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=PzGwYzVHp-0,How to Prepare for a Panel Interview - 5 Ways to ACE a Panel Job Interview!,9:26
210,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=r6m-fjXRt2M,10. Examples: Test Cases For Coding Interviews | Welcome to the Coding Interview: You Suck,9:47
212,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=8BgVtn7Lo9U,LBO Model Interview Questions: What to Expect,18:49
213,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=tJGrie7k97c,Tracing code by hand,10:08
214,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=zvWMzZysW5w,How to hand trace (Python) code,10:48
215,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=Z4HL5JF4kp8,3 - PD Day 2022 - What does this code do? Hand tracing techniques for iteration and recursion,28:51
216,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=N-oyB_UYZ74,Tracing program execution | Intro to CS - Python | Khan Academy,5:08
217,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=tK7aDr-HgPA,Error Correcting Codes in Supersymmetry,6:01
218,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=6NkFemtrRZs,Neil DeGrasse Tyson Freaks Out When Physicist James Gates Finds Intelligent Code in Fabric of Space,5:49
219,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=wIjK-6Do6lg,5 Dangerous Things to Avoid Saying In a Job Interview,12:57
221,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=wexzvClUcUk,How To Introduce Yourself In An Interview! (The BEST ANSWER!),5:53
222,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=NSpSjSJPf1A,CSCI100: Lecture 15.3 - Edge Cases,7:37
223,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=vLzS25TIlQw,What is Boundry Point Analysis? | Edge Case Testing Explained,5:53
224,live_coding,CODE_VERIFICATION,https://www.youtube.com/watch?v=2KIZq4c4spc,Data Models: A Case Study on Test Automation,1:02:54
